case,run,VB,time,DOC,feed,material,smcAC__mean,smcAC__std,smcAC__rms,smcAC__max,smcAC__min,smcAC__var,smcAC__skew,smcAC__kurtosis,smcDC__mean,smcDC__std,smcDC__rms,smcDC__max,smcDC__min,smcDC__var,smcDC__skew,smcDC__kurtosis,vib_table__mean,vib_table__std,vib_table__rms,vib_table__max,vib_table__min,vib_table__var,vib_table__skew,vib_table__kurtosis,vib_spindle__mean,vib_spindle__std,vib_spindle__rms,vib_spindle__max,vib_spindle__min,vib_spindle__var,vib_spindle__skew,vib_spindle__kurtosis,AE_table__mean,AE_table__std,AE_table__rms,AE_table__max,AE_table__min,AE_table__var,AE_table__skew,AE_table__kurtosis,AE_spindle__mean,AE_spindle__std,AE_spindle__rms,AE_spindle__max,AE_spindle__min,AE_spindle__var,AE_spindle__skew,AE_spindle__kurtosis,VB_lag1,VB_lag2,VB_diff,run_norm,material_enc,RUL_time,health
1,1,0.11,2.0,1.5,0.5,1,-0.16425537109375,1.5233353005998844,1.5321652211778227,3.8232421875,-4.20166015625,2.3205504380537403,8.655448042102288e-05,-0.7222014588813765,5.438449435763889,2.243695730595105,5.883103160480127,7.8173828125,0.625,5.034170531490703,-0.9346041936806488,-0.8547176330704187,1.6121793619791667,0.7770767834995014,1.7896845036613254,2.8125,0.0634765625,0.603848327453931,-1.0763209686373751,-0.3112706735070523,0.5503841145833334,0.14926376186710263,0.570265152532047,0.858154296875,0.283203125,0.02227967060671912,-0.4058564476014142,-1.085246260827634,0.16963148328993055,0.05463574864233757,0.1782130891737492,0.4681396484375,0.072021484375,0.0029850650297086915,0.33027992877939577,-0.09408847988864455,0.18850409613715277,0.0564788298235407,0.19678326269965493,0.4290771484375,0.0799560546875,0.0031898582182364704,0.3599698071525819,0.15737514904130112,0.0,0.0,0.11,0.058823529411764705,0,46.0,0.3666666666666667
1,2,0.11,4.0,1.5,0.5,1,-0.1661469184027778,1.557777661083424,1.5666129196024403,3.779296875,-4.02099609375,2.426671241370543,0.000290386153912694,-0.7328274721876418,5.565661892361111,2.2895961845843855,6.0182092842093855,7.9345703125,0.6689453125,5.2422506884633755,-0.9667522319573799,-0.7949483314439854,1.5432307942708334,0.7423524123749659,1.7124977046830512,2.68310546875,0.05859375,0.5510871041589314,-1.0775093106545535,-0.30852836701025366,0.5486258951822917,0.15223946503754146,0.5693568543360901,0.86669921875,0.277099609375,0.02317685471491681,-0.4470068088421482,-1.0844840428544817,0.1736530219184028,0.055764048811377205,0.18238695447106665,0.4046630859375,0.0726318359375,0.0031096291398376593,0.29485430385297395,-0.07241176788748271,0.1883426242404514,0.05549481619592479,0.19634820786144025,0.40283203125,0.0787353515625,0.0030796746246194765,0.2778491607644564,0.015673600481836303,0.11,0.0,0.0,0.11764705882352941,0,44.0,0.3666666666666667
1,3,0.11,6.0,1.5,0.5,1,-0.1675119357638889,1.5758939731628578,1.5847719278414745,3.85498046875,-4.0576171875,2.4834418146510178,0.0028658762835505266,-0.749984558242534,5.6363709852430555,2.3065010008568216,6.090043082790408,7.9345703125,0.8349609375,5.31994686695352,-0.9801372218036499,-0.7585864099826445,1.4666444227430555,0.6849113366417356,1.618687555343427,2.5390625,0.068359375,0.46910353906036895,-1.0856699910945624,-0.2451286694856103,0.5567042371961806,0.15834347947549754,0.5787851632554074,0.968017578125,0.277099609375,0.02507265749240731,-0.34228676497544896,-1.0545532154792219,0.17547797309027777,0.054682695810866405,0.18380075152462244,0.443115234375,0.0738525390625,0.002990197221143746,0.21472577032765136,-0.16142942495760382,0.20961154513888888,0.07126068083460806,0.22139350597640467,0.5450439453125,0.0811767578125,0.0050780846330118765,0.4693236048506158,0.33378118606965534,0.11,0.11,0.0,0.17647058823529413,0,42.0,0.3666666666666667
1,4,0.11,7.0,1.5,0.5,1,-0.16282307942708332,1.6306087337480009,1.6387178517882133,3.98193359375,-4.26025390625,2.6588848425752585,-4.213158462338937e-05,-0.7883426045320516,5.827789171006945,2.3849611134575395,6.296917192913563,8.193359375,0.1318359375,5.688039512704626,-0.9910653266436625,-0.7243011001196384,1.4277110460069444,0.6618642881796705,1.573665519371199,2.53173828125,0.05859375,0.43806433596758193,-1.0711585563472772,-0.23764147639165945,0.5097483995225695,0.11934769609988448,0.5235334787577309,0.743408203125,0.2783203125,0.014243872564350382,-0.5269453867692725,-1.0532054723235713,0.18783169216579862,0.05308774619475901,0.19518978809842097,0.4327392578125,0.0799560546875,0.00281830879603915,0.08631111794213621,-0.19057577158256445,0.2169057888454861,0.06404645436441297,0.22616381132120905,0.521240234375,0.09033203125,0.0041019483166528335,0.5524061682504724,0.6232076527386932,0.11,0.11,0.0,0.23529411764705882,0,41.0,0.3666666666666667
1,5,0.155,11.0,1.5,0.5,1,-0.16212727864583334,1.8432936810825418,1.8504099138298873,4.3798828125,-4.73876953125,3.3977315947188274,-0.0025253458446364146,-0.7879778606778332,6.554652777777778,2.7725587060868886,7.116920318222492,9.1650390625,0.44921875,7.687081778698203,-0.9443831539632974,-0.7968507493345984,1.5348033311631943,0.6883053631085645,1.6820777444082813,2.626953125,0.09033203125,0.47376427288401285,-1.1518767278074995,-0.10836540896451785,0.4775259060329861,0.10592534069746112,0.4891330787572003,0.67138671875,0.27099609375,0.011220177801873213,-0.6659696999843117,-1.0368138870682502,0.19741407606336805,0.05689097976271125,0.20544804940985564,0.4010009765625,0.07568359375,0.0032365835783612212,-0.2507781064207177,-0.47999527100990713,0.22843804253472222,0.059409353772330135,0.23603688396676786,0.3973388671875,0.0872802734375,0.0035294713156458772,-0.4104730495303247,-0.21073357994448028,0.11,0.11,0.045,0.29411764705882354,0,37.0,0.5166666666666667
1,6,0.2,15.0,1.5,0.5,1,-0.15732747395833332,2.007536022287473,2.0136913405097414,4.58251953125,-4.88525390625,4.03020088078181,0.0021044807563620808,-0.8504973733918866,7.148231879340278,2.986456453100742,7.747008528915126,9.8681640625,0.68359375,8.918922146267064,-0.9883487815900371,-0.6846821784469208,0.9306100802951389,0.3939299027800852,1.0105522697274258,1.572265625,0.06103515625,0.1551807683043274,-1.2437728717087326,0.14389975439439473,0.460113525390625,0.09484715459897183,0.4697876530762708,1.099853515625,0.267333984375,0.008995982735521263,-0.4955492786166423,-0.3785557579622818,0.2076568603515625,0.05975113174763172,0.21608232087838924,0.426025390625,0.0762939453125,0.0035701977451228434,-0.4167803230098316,-0.49048818801563554,0.2185724555121528,0.05617571389682575,0.22567593832845811,0.3973388671875,0.087890625,0.0031557108318180215,-0.37480915675703413,-0.3453847436449311,0.155,0.11,0.04500000000000001,0.35294117647058826,0,33.0,0.6666666666666667
1,7,0.24,19.0,1.5,0.5,1,-0.15789252387152777,2.05558635893313,2.0616414159902985,4.6533203125,-5.0,4.225435279031962,-0.0004894758100601389,-0.8513590359400176,7.490556098090278,3.2238951364825406,8.154871581433593,9.9951171875,1.3623046875,10.393499851035779,-0.9572878339673605,-0.7645244470012269,1.4947148980034721,0.6781636852760725,1.6413648620403551,2.56591796875,0.0439453125,0.4599059840272239,-1.0227972694326093,-0.17663838873143156,0.4014152018229167,0.0596480700077599,0.40582269097499163,0.914306640625,0.2734375,0.003557892255650626,-0.29815522014967955,-0.28938457730627,0.18704745822482638,0.05612838843794446,0.19528734627980623,0.3680419921875,0.0665283203125,0.0031503959886407776,-0.3366237994455151,-0.3617939822979346,0.28588609483506944,0.09399845795717969,0.3009428007418918,0.5645751953125,0.086669921875,0.008835710098327678,-0.44844364335350667,-0.5118337768928147,0.2,0.155,0.03999999999999998,0.4117647058823529,0,29.0,0.8
1,8,0.29,22.0,1.5,0.5,1,-0.17752332899305556,2.25690871596652,2.263879741625518,4.990234375,-5.0,5.093636952205646,-0.02861288811217462,-0.8925748702524787,7.818536783854166,3.1929392016324676,8.445376142351627,9.9951171875,1.376953125,10.19486074532138,-1.0809654407165887,-0.5019331991568685,0.86292724609375,0.35632341994238714,0.9336004561108473,1.4892578125,0.05615234375,0.12696637959943877,-1.126456713388931,0.17409730839796778,0.40655978732638887,0.0803958492350247,0.4144325677901043,1.607666015625,0.2685546875,0.006463492574220822,3.7907752204746292,44.06067474473042,0.2363339572482639,0.07317486495432335,0.24740311277287455,0.457763671875,0.07568359375,0.005354560861083459,-0.509939517001085,-0.45947357745872086,0.2691421169704861,0.07583484461539047,0.27962189253560826,0.511474609375,0.086669921875,0.005750923657840417,-0.5866586457169991,-0.10250789074093491,0.24,0.2,0.04999999999999999,0.47058823529411764,0,26.0,0.9666666666666667
1,9,0.28,26.0,1.5,0.5,1,-0.15953721788194444,2.3475056909103276,2.352920545353346,4.99755859375,-5.0,5.510782968856375,0.029167619772971012,-0.876192300525378,7.855196940104166,3.153043553338773,8.46438436137402,9.9951171875,1.3818359375,9.941683649251196,-1.0989395257775576,-0.44633848438048185,1.3497276475694444,0.5756549392876701,1.4673593056029726,2.24609375,0.0537109375,0.33137860912629113,-1.1223052990660798,0.10770017819819877,0.39948988172743055,0.06381462477327579,0.4045546587762282,1.197509765625,0.264892578125,0.004072306334953985,0.5832672663417491,8.608187120862386,0.2460666232638889,0.07654204133692952,0.2576964632596203,0.4559326171875,0.069580078125,0.005858684092024226,-0.6071497961353441,-0.3397921693760084,0.3289683702256944,0.10962079091264597,0.34675193785942077,0.653076171875,0.08056640625,0.012016717800314046,-0.5955454422628733,-0.34457721744462644,0.29,0.24,-0.009999999999999953,0.5294117647058824,0,22.0,0.9333333333333335
1,10,0.29,29.0,1.5,0.5,1,-0.1463259548611111,2.516348176621153,2.520599022266457,5.13671875,-5.576171875,6.332008145984602,0.007501151822895144,-0.9387036808428841,8.068226453993056,3.008872232544372,8.61101563258887,9.9951171875,1.34765625,9.053312111776552,-1.2206376732301567,-0.13637492547911245,0.78770263671875,0.2896791061441304,0.8392791123518644,1.30126953125,0.05615234375,0.08391398453646237,-1.1664873842332752,0.49169718958047115,0.3742404513888889,0.04847825833459195,0.3773672706885359,0.499267578125,0.264892578125,0.0023501415311554335,-0.4540735442264199,-0.8560639021685081,0.2702250162760417,0.0820734419879917,0.2824138971459146,0.51025390625,0.0750732421875,0.006736049879756238,-0.6469792694309631,-0.17566207827528357,0.3106056722005208,0.08833825463344369,0.32292341326515883,0.6146240234375,0.08544921875,0.007803647231683136,-0.6734970965383735,0.2532178221726449,0.28,0.29,0.009999999999999953,0.5882352941176471,0,19.0,0.9666666666666667
